"HS2","HS2 ID","HS4","HS4 ID","Section","Section ID","Trade Value","Year"
"Rubber & articles thereof",740,"Hard Rubber",74017,"Plastics and Rubbers",7,285661,2006
"Raw hides & skin (non-fur)",841,"Equine and Bovine Hides",84101,"Animal Hides",8,8860,2006
"Raw hides & skin (non-fur)",841,"Tanned Equine and Bovine Hides",84104,"Animal Hides",8,17439223,2006
"Raw hides & skin (non-fur)",841,"Tanned Sheep Hides",84105,"Animal Hides",8,155269,2006
"Raw hides & skin (non-fur)",841,"Tanned Goat Hides",84106,"Animal Hides",8,1882290,2006
"Raw hides & skin (non-fur)",841,"Leather of Other Animals",84107,"Animal Hides",8,391140,2006
"Raw hides & skin (non-fur)",841,"Chamois Leather",84108,"Animal Hides",8,362281,2006
"Raw hides & skin (non-fur)",841,"Patent Leather",84109,"Animal Hides",8,488914,2006
"Raw hides & skin (non-fur)",841,"Leather Waste",84110,"Animal Hides",8,13385,2006
"Raw hides & skin (non-fur)",841,"Leather Sheets",84111,"Animal Hides",8,689523,2006
"Leather articles",842,"Saddlery",84201,"Animal Hides",8,714862,2006
"Leather articles",842,"Trunks and Cases",84202,"Animal Hides",8,75689484,2006
"Leather articles",842,"Leather Apparel",84203,"Animal Hides",8,13793366,2006
"Leather articles",842,"Leather Used in Machinery",84204,"Animal Hides",8,433548,2006
"Leather articles",842,"Other Leather Articles",84205,"Animal Hides",8,2584965,2006
"Leather articles",842,"Articles of Gut",84206,"Animal Hides",8,32640,2006
"Furskins, articifial fur, & articles",843,"Raw Furskins",84301,"Animal Hides",8,24136,2006
"Furskins, articifial fur, & articles",843,"Tanned Furskins",84302,"Animal Hides",8,17981,2006
"Furskins, articifial fur, & articles",843,"Furskin Apparel",84303,"Animal Hides",8,133111,2006
"Furskins, articifial fur, & articles",843,"Artificial Fur",84304,"Animal Hides",8,75887,2006
"Wood, wood articles, & charcoal",944,"Fuel Wood",94401,"Wood Products",9,41991,2006
"Wood, wood articles, & charcoal",944,"Wood Charcoal",94402,"Wood Products",9,5816,2006
"Wood, wood articles, & charcoal",944,"Rough Wood",94403,"Wood Products",9,187446,2006
"Wood, wood articles, & charcoal",944,"Wood Stakes",94404,"Wood Products",9,59997,2006
"Wood, wood articles, & charcoal",944,"Wood Wool",94405,"Wood Products",9,26574.999999999996,2006
"Wood, wood articles, & charcoal",944,"Railroad Ties",94406,"Wood Products",9,507360,2006
"Wood, wood articles, & charcoal",944,"Sawn Wood",94407,"Wood Products",9,8205155,2006
"Wood, wood articles, & charcoal",944,"Veneer Sheets",94408,"Wood Products",9,4643267,2006
"Wood, wood articles, & charcoal",944,"Shaped Wood",94409,"Wood Products",9,11303773,2006
"Wood, wood articles, & charcoal",944,"Particle Board",94410,"Wood Products",9,4395282.000000001,2006
"Wood, wood articles, & charcoal",944,"Wood Fiberboard",94411,"Wood Products",9,5452600,2006
"Wood, wood articles, & charcoal",944,"Plywood",94412,"Wood Products",9,30955073,2006
"Wood, wood articles, & charcoal",944,"Densified Wood",94413,"Wood Products",9,214481,2006
"Wood, wood articles, & charcoal",944,"Wood Frames",94414,"Wood Products",9,515190,2006
"Wood, wood articles, & charcoal",944,"Wood Crates",94415,"Wood Products",9,6741907,2006
"Wood, wood articles, & charcoal",944,"Wood Barrels",94416,"Wood Products",9,1165657,2006
"Wood, wood articles, & charcoal",944,"Wooden Tool Handles",94417,"Wood Products",9,2699632,2006
"Wood, wood articles, & charcoal",944,"Wood Carpentry",94418,"Wood Products",9,7279254,2006
"Wood, wood articles, & charcoal",944,"Wood Kitchenware",94419,"Wood Products",9,812059,2006
"Wood, wood articles, & charcoal",944,"Wood Ornaments",94420,"Wood Products",9,1409372,2006
"Wood, wood articles, & charcoal",944,"Other Wood Articles",94421,"Wood Products",9,3933363,2006
"Cork & cork articles",945,"Raw Cork",94501,"Wood Products",9,418129,2006
"Cork & cork articles",945,"Debacked Cork",94502,"Wood Products",9,1326.9999999999998,2006
"Cork & cork articles",945,"Natural Cork Articles",94503,"Wood Products",9,236395,2006
"Cork & cork articles",945,"Agglomerated Cork",94504,"Wood Products",9,1357104,2006
"Straw & esparto manufactures",946,"Plaiting Products",94601,"Wood Products",9,433658,2006
"Straw & esparto manufactures",946,"Basketwork",94602,"Wood Products",9,1633059,2006
"Wood pulp & paper scrap",1047,"Mechanical Wood Pulp",104701,"Paper Goods",10,42045,2006
"Wood pulp & paper scrap",1047,"Dissolving Grades Chemical Woodpulp",104702,"Paper Goods",10,22040,2006
"Wood pulp & paper scrap",1047,"Sulfate Chemical Woodpulp",104703,"Paper Goods",10,75961218,2006
"Wood pulp & paper scrap",1047,"Sulfite Chemical Woodpulp",104704,"Paper Goods",10,1353188,2006
"Wood pulp & paper scrap",1047,"Semi chemical Woodpulp",104705,"Paper Goods",10,1201214,2006
"Wood pulp & paper scrap",1047,"Recovered Paper Pulp",104706,"Paper Goods",10,185814,2006
"Wood pulp & paper scrap",1047,"Recovered Paper",104707,"Paper Goods",10,14999306,2006
"Paper articles",1048,"Newsprint",104801,"Paper Goods",10,106028780,2006
"Paper articles",1048,"Uncoated Paper",104802,"Paper Goods",10,56397953.00000001,2006
"Paper articles",1048,"Tissue",104803,"Paper Goods",10,7002282,2006
"Paper articles",1048,"Kraft Paper",104804,"Paper Goods",10,29677495,2006
"Paper articles",1048,"Other Uncoated Paper",104805,"Paper Goods",10,12879296,2006
"Paper articles",1048,"Vegetable Parchment",104806,"Paper Goods",10,1873866,2006
"Paper articles",1048,"Composite Paper",104807,"Paper Goods",10,967212,2006
"Paper articles",1048,"Corrugated Paper",104808,"Paper Goods",10,2681742,2006
"Paper articles",1048,"Carbon Paper",104809,"Paper Goods",10,8238920,2006
"Paper articles",1048,"Kaolin Coated Paper",104810,"Paper Goods",10,60754855,2006
"Paper articles",1048,"Cellulose Fibers Paper",104811,"Paper Goods",10,60279489,2006
"Paper articles",1048,"Paper Pulp Filter Blocks",104812,"Paper Goods",10,242694.99999999997,2006
"Paper articles",1048,"Cigarette Paper",104813,"Paper Goods",10,4123968,2006
"Paper articles",1048,"Wallpaper",104814,"Paper Goods",10,544223,2006
"Paper articles",1048,"Other Carbon Paper",104816,"Paper Goods",10,6232212,2006
"Paper articles",1048,"Letter Stock",104817,"Paper Goods",10,1002570.9999999999,2006
"Paper articles",1048,"Toilet Paper",104818,"Paper Goods",10,58300103,2006
"Paper articles",1048,"Paper Containers",104819,"Paper Goods",10,26456837,2006
"Paper articles",1048,"Paper Notebooks",104820,"Paper Goods",10,22385681,2006
"Paper articles",1048,"Paper Labels",104821,"Paper Goods",10,10023472,2006
"Paper articles",1048,"Paper Spools",104822,"Paper Goods",10,133235,2006
"Paper articles",1048,"Shaped Paper",104823,"Paper Goods",10,14193365,2006
"Books, newspapers, & other prints",1049,"Brochures",104901,"Paper Goods",10,87125398,2006
"Books, newspapers, & other prints",1049,"Newspapers",104902,"Paper Goods",10,18838602,2006
"Books, newspapers, & other prints",1049,"Children's Picture Books",104903,"Paper Goods",10,794150,2006
"Books, newspapers, & other prints",1049,"Sheet Music",104904,"Paper Goods",10,41071,2006
"Books, newspapers, & other prints",1049,"Maps",104905,"Paper Goods",10,1175771,2006
"Books, newspapers, & other prints",1049,"Architectural Plans",104906,"Paper Goods",10,59607,2006
"Books, newspapers, & other prints",1049,"Documents of title (bonds etc) and unused stamps",104907,"Paper Goods",10,10396758,2006
"Books, newspapers, & other prints",1049,"Decals",104908,"Paper Goods",10,1382682,2006
"Books, newspapers, & other prints",1049,"Postcards",104909,"Paper Goods",10,1297307,2006
"Books, newspapers, & other prints",1049,"Calendars",104910,"Paper Goods",10,393858,2006
"Books, newspapers, & other prints",1049,"Other Printed Material",104911,"Paper Goods",10,40622503,2006
"Silk",1150,"Raw Silk",115002,"Textiles",11,586,2006
"Silk",1150,"Silk Waste",115003,"Textiles",11,5229,2006
"Silk",1150,"Non-Retail Silk Yarn",115004,"Textiles",11,12904.000000000002,2006
"Silk",1150,"Retail Silk Yarn",115006,"Textiles",11,3773.0000000000005,2006
"Silk",1150,"Silk Fabrics",115007,"Textiles",11,286711,2006
"Wool & animal hair",1151,"Wool",115101,"Textiles",11,3978,2006
"Wool & animal hair",1151,"Animal Hair",115102,"Textiles",11,4888,2006
"Wool & animal hair",1151,"Wool or Animal Hair Waste",115103,"Textiles",11,80,2006
"Wool & animal hair",1151,"Garnetted Wool or Animal Hair",115104,"Textiles",11,45452,2006
"Wool & animal hair",1151,"Prepared Wool or Animal Hair",115105,"Textiles",11,72371.00000000001,2006
"Wool & animal hair",1151,"Retail Wool or Animal Hair Yarn",115109,"Textiles",11,1528,2006
"Wool & animal hair",1151,"Horsehair Yarn",115110,"Textiles",11,123269,2006
"Wool & animal hair",1151,"Carded Wool or Animal Hair Fabric",115111,"Textiles",11,53295,2006
"Wool & animal hair",1151,"Combed Wool or Animal Hair Fabric",115112,"Textiles",11,1724373,2006
"Wool & animal hair",1151,"Horsehair Fabric",115113,"Textiles",11,4498,2006
"Cotton",1152,"Raw Cotton",115201,"Textiles",11,13803082,2006
"Cotton",1152,"Cotton Waste",115202,"Textiles",11,1206569,2006
"Cotton",1152,"Prepared Cotton",115203,"Textiles",11,822343,2006
"Cotton",1152,"Cotton Sewing Thread",115204,"Textiles",11,242107,2006
"Cotton",1152,"Non-Retail Pure Cotton Yarn",115205,"Textiles",11,23976035,2006
"Cotton",1152,"Non-Retail Mixed Cotton Yarn",115206,"Textiles",11,7020460,2006
"Cotton",1152,"Retail Cotton Yarn",115207,"Textiles",11,4938036,2006
"Cotton",1152,"Light Pure Woven Cotton",115208,"Textiles",11,12098776,2006
"Cotton",1152,"Heavy Pure Woven Cotton",115209,"Textiles",11,65706709,2006
"Cotton",1152,"Light Mixed Woven Cotton",115210,"Textiles",11,11648051,2006
"Cotton",1152,"Heavy Mixed Woven Cotton",115211,"Textiles",11,23613553,2006
"Cotton",1152,"Other Cotton Fabrics",115212,"Textiles",11,3648053,2006
"Vegetable textile fibers, paper yarn & fabrics",1153,"Flax Fibers",115301,"Textiles",11,901,2006
"Vegetable textile fibers, paper yarn & fabrics",1153,"Hemp Fibers",115302,"Textiles",11,5749.999999999999,2006
"Vegetable textile fibers, paper yarn & fabrics",1153,"Jute and Other Textile Fibers",115303,"Textiles",11,24388,2006
"Vegetable textile fibers, paper yarn & fabrics",1153,"Sisal, Agave, raw, processed, not spun, tow and waste",115304,"Textiles",11,393856,2006
"Vegetable textile fibers, paper yarn & fabrics",1153,"Coconut and Other Vegetable Fibers",115305,"Textiles",11,1341.9999999999998,2006
"Vegetable textile fibers, paper yarn & fabrics",1153,"Flax Yarn",115306,"Textiles",11,23915,2006
"Vegetable textile fibers, paper yarn & fabrics",1153,"Jute Yarn",115307,"Textiles",11,55462,2006
"Vegetable textile fibers, paper yarn & fabrics",1153,"Other Vegetable Fibers Yarn",115308,"Textiles",11,46138,2006
"Vegetable textile fibers, paper yarn & fabrics",1153,"Flax Woven Fabric",115309,"Textiles",11,726159,2006
"Vegetable textile fibers, paper yarn & fabrics",1153,"Jute Woven Fabric",115310,"Textiles",11,223478,2006
"Vegetable textile fibers, paper yarn & fabrics",1153,"Other Vegetable Fibers Fabric",115311,"Textiles",11,171472,2006
"Man-made filaments",1154,"Artificial Filament Sewing Thread",115401,"Textiles",11,2376258,2006
"Man-made filaments",1154,"Non-Retail Synthetic Filament Yarn",115402,"Textiles",11,15759140,2006
"Man-made filaments",1154,"Non-Retail Artificial Filament Yarn",115403,"Textiles",11,164000,2006
"Man-made filaments",1154,"Synthetic Monofilament",115404,"Textiles",11,1950244,2006
"Man-made filaments",1154,"Artificial Monofilament",115405,"Textiles",11,95218,2006
"Man-made filaments",1154,"Retail Artificial Filament Yarn",115406,"Textiles",11,171612,2006
"Man-made filaments",1154,"Synthetic Filament Yarn Woven Fabric",115407,"Textiles",11,56124009,2006
"Man-made filaments",1154,"Artificial Filament Yarn Woven Fabric",115408,"Textiles",11,648786,2006
"Man-made staple fibres",1155,"Synthetic Filament Tow",115501,"Textiles",11,127818,2006
"Man-made staple fibres",1155,"Artificial Filament Tow",115502,"Textiles",11,37767,2006
"Man-made staple fibres",1155,"Unprocessed Synthetic Staple Fibers",115503,"Textiles",11,7382472,2006
"Man-made staple fibres",1155,"Unprocessed Artificial Staple Fibers",115504,"Textiles",11,6434031,2006
"Man-made staple fibres",1155,"Artificial Fibers Waste",115505,"Textiles",11,100621,2006
"Man-made staple fibres",1155,"Processed Synthetic Staple Fibers",115506,"Textiles",11,383523,2006
"Man-made staple fibres",1155,"Processed Artificial Staple Fibers",115507,"Textiles",11,64945.00000000001,2006
"Man-made staple fibres",1155,"Non-Retail Artificial Staple Fibers Sewing Thread",115508,"Textiles",11,4493499,2006
"Man-made staple fibres",1155,"Non-Retail Synthetic Staple Fibers Yarn",115509,"Textiles",11,23442223,2006
"Man-made staple fibres",1155,"Non-Retail Artificial Staple Fibers Yarn",115510,"Textiles",11,1947047.0000000002,2006
"Man-made staple fibres",1155,"Retail Artificial Staple Fibers Yarn",115511,"Textiles",11,691263,2006
"Man-made staple fibres",1155,"Synthetic Fabrics",115512,"Textiles",11,3107111,2006
"Man-made staple fibres",1155,"Light Synthetic Cotton Fabrics",115513,"Textiles",11,18928693,2006
"Man-made staple fibres",1155,"Heavy Synthetic Cotton Fabrics",115514,"Textiles",11,8590062,2006
"Man-made staple fibres",1155,"Other Synthetic Fabrics",115515,"Textiles",11,17702216,2006
"Man-made staple fibres",1155,"Woven Fabric of Synthetic Staple Fibers",115516,"Textiles",11,4242708,2006
"Wadding, felt, nonwovens, twin, ropes, & articles thereof",1156,"Wadding",115601,"Textiles",11,3569294,2006
"Wadding, felt, nonwovens, twin, ropes, & articles thereof",1156,"Felt",115602,"Textiles",11,2884424,2006
"Wadding, felt, nonwovens, twin, ropes, & articles thereof",1156,"Non-woven Textiles",115603,"Textiles",11,31625969,2006
"Wadding, felt, nonwovens, twin, ropes, & articles thereof",1156,"Rubber Textiles",115604,"Textiles",11,515978,2006
"Wadding, felt, nonwovens, twin, ropes, & articles thereof",1156,"Metallic Yarn",115605,"Textiles",11,83326,2006
"Wadding, felt, nonwovens, twin, ropes, & articles thereof",1156,"Gimp Yarn",115606,"Textiles",11,821391,2006
"Wadding, felt, nonwovens, twin, ropes, & articles thereof",1156,"Twine and Rope",115607,"Textiles",11,4029510,2006
"Wadding, felt, nonwovens, twin, ropes, & articles thereof",1156,"Twine, cordage or rope; knotted netting, made up fishing nets and other made up nets, of textile materials",115608,"Textiles",11,3402454,2006
"Wadding, felt, nonwovens, twin, ropes, & articles thereof",1156,"Other Articles of Twine and Rope",115609,"Textiles",11,553895,2006
"Carpets & textile floor covers",1157,"Knotted Carpets",115701,"Textiles",11,1063387,2006
"Carpets & textile floor covers",1157,"Hand-Woven Rugs",115702,"Textiles",11,3418021,2006
"Carpets & textile floor covers",1157,"Tufted Carpets",115703,"Textiles",11,2794283,2006
"Carpets & textile floor covers",1157,"Felt Carpets",115704,"Textiles",11,283709,2006
"Carpets & textile floor covers",1157,"Other Carpets",115705,"Textiles",11,4320663,2006
"Special woven fabrics and tapestries",1158,"Woven Fabrics",115801,"Textiles",11,9923928,2006
"Special woven fabrics and tapestries",1158,"Terry Fabric",115802,"Textiles",11,497233,2006
"Special woven fabrics and tapestries",1158,"Gauze",115803,"Textiles",11,627703,2006
"Special woven fabrics and tapestries",1158,"Tulles and Net Fabric",115804,"Textiles",11,1710125,2006
"Special woven fabrics and tapestries",1158,"Hand-Woven Tapestries",115805,"Textiles",11,311692,2006
"Special woven fabrics and tapestries",1158,"Narrow Woven Fabric",115806,"Textiles",11,2905643,2006
"Special woven fabrics and tapestries",1158,"Labels",115807,"Textiles",11,321108,2006
"Special woven fabrics and tapestries",1158,"Ornamental Trimmings",115808,"Textiles",11,1028727,2006
"Special woven fabrics and tapestries",1158,"Metallic Fabric",115809,"Textiles",11,413894,2006
"Special woven fabrics and tapestries",1158,"Embroidery",115810,"Textiles",11,1103975,2006
"Special woven fabrics and tapestries",1158,"Quilted Textiles",115811,"Textiles",11,1641712,2006
"Coated, covered, & laminated fabrics for industrial use",1159,"Gum Coated Textile Fabric",115901,"Textiles",11,156036,2006
"Coated, covered, & laminated fabrics for industrial use",1159,"Polyamide Fabric",115902,"Textiles",11,26218026,2006
"Coated, covered, & laminated fabrics for industrial use",1159,"Plastic Coated Textile Fabric",115903,"Textiles",11,19513945,2006
"Coated, covered, & laminated fabrics for industrial use",1159,"Linoleum",115904,"Textiles",11,40523,2006
"Coated, covered, & laminated fabrics for industrial use",1159,"Textile Wall Coverings",115905,"Textiles",11,5118,2006
"Coated, covered, & laminated fabrics for industrial use",1159,"Rubber Textile Fabric",115906,"Textiles",11,2606619,2006
"Coated, covered, & laminated fabrics for industrial use",1159,"Coated Textile Fabric",115907,"Textiles",11,425679,2006
"Coated, covered, & laminated fabrics for industrial use",1159,"Textile Wicks",115908,"Textiles",11,84103,2006
